1,2852.2,0
2,2869.1,3
3,2881.2,4
4,2898.7,6
5,2913.2999999999997,7
6,2924.7,8
7,2938.0,10
8,2947.6,11
9,2975.6,13
10,3020.0,15
11,3270.5,16
12,3281.2,22
13,3295.2,23
14,3317.1,29
15,3329.9,31
16,3339.6,35
17,3349.7,36
18,3360.0,37
19,3370.6,42
20,3384.1,44
21,3392.2,47
22,3404.7,48
23,3415.7999999999997,51
24,3427.7999999999997,52
25,3436.7,53
26,3446.5,54
27,3458.0,55
28,3478.3,56
29,3495.6000000000004,57
30,3507.0000000000005,58
31,3525.3000000000006,59
32,3589.7000000000007,60
33,3614.7000000000007,62
34,3622.9000000000005,65
35,3632.4000000000005,66
36,3638.8000000000006,67
37,3655.0000000000005,68
38,3663.6000000000004,72
39,3675.4000000000005,73
40,3689.3000000000006,74
41,3697.8000000000006,76
42,3707.8000000000006,77
43,3721.0000000000005,79
44,3733.1000000000004,81
45,3748.7000000000003,83
46,3756.2000000000003,88
47,3766.9,94
48,3778.6,95
49,3785.0,96
50,3791.7,97
51,3801.1,98
52,3810.1,101
53,3821.1,102
54,3827.4,103
55,3841.2000000000003,105
56,3868.7000000000003,108
57,3883.2000000000003,112
58,3892.7000000000003,116
59,3904.1000000000004,119
60,3912.2000000000003,120
61,3918.7000000000003,121
62,3926.0000000000005,124
63,3932.3000000000006,125
64,3939.5000000000005,127
65,3952.4000000000005,129
66,3976.5000000000005,130
67,4000.8000000000006,133
68,4026.100000000001,134
69,4039.400000000001,136
70,4065.700000000001,137
71,4079.900000000001,138
72,4095.600000000001,141
73,4104.300000000001,143
74,4112.9000000000015,144
75,4120.100000000001,145
76,4129.300000000001,149
77,4140.600000000001,150
78,4150.200000000002,153
79,4181.500000000002,154
80,4198.4000000000015,157
81,4209.800000000001,159
82,4221.200000000001,160
83,4234.6,162
84,4255.5,163
85,4267.6,165
86,4279.8,169
87,4296.900000000001,171
88,4312.000000000001,172
89,4327.500000000001,173
90,4347.800000000001,175
91,4359.800000000001,176
92,4369.600000000001,177
93,4379.200000000002,178
94,4390.200000000002,181
95,4402.300000000002,182
96,4415.400000000002,187
97,4428.500000000003,188
98,4440.700000000003,194
99,4457.300000000003,195
100,4468.600000000003,196
101,4481.100000000003,197
102,4496.900000000003,199
103,4508.2000000000035,200
104,4515.500000000004,203
105,4525.2000000000035,204
106,4537.2000000000035,205
107,4550.000000000004,206
108,4568.900000000003,207
109,4581.900000000003,208
110,4619.2000000000035,209
111,4636.500000000004,210
112,4654.000000000004,212
113,4666.800000000004,213
114,4675.500000000004,216
115,4692.000000000004,217
116,4700.600000000004,218
117,4713.000000000004,222
118,4726.600000000004,223
119,4739.500000000004,224
120,4757.100000000004,225
121,4770.900000000004,227
122,4783.700000000004,230
123,4795.400000000004,231
124,4807.900000000004,232
125,4817.600000000004,234
126,4828.900000000004,236
127,4847.600000000004,237
128,4866.100000000004,238
129,4875.500000000004,239
130,4888.000000000004,240
131,4898.000000000004,242
132,4908.300000000004,244
133,4915.400000000004,246
134,4925.000000000005,248
135,4933.200000000004,249
136,4939.700000000004,250
137,4945.900000000004,251
138,4955.400000000004,252
139,4967.300000000004,254
140,4978.300000000004,255
141,4986.7000000000035,256
142,5000.2000000000035,258
143,5012.600000000003,259
144,5025.400000000003,261
145,5037.900000000003,262
146,5047.600000000003,263
147,5060.400000000003,264
148,5068.100000000003,268
149,5080.500000000003,269
150,5094.500000000003,282
151,5104.800000000003,285
152,5115.500000000003,286
153,5124.700000000003,292
154,5136.000000000003,296
155,5144.700000000003,298
156,5155.200000000003,299
157,5161.300000000003,300
158,5166.500000000003,301
159,5171.500000000003,302
160,5181.000000000003,303
161,5194.600000000003,304
162,5208.400000000003,306
163,5220.2000000000035,307
164,5232.600000000003,308
165,5241.500000000003,309
166,5254.100000000003,310
167,5264.000000000003,312
168,5286.000000000003,314
169,5298.900000000002,315
170,5308.900000000002,321
171,5321.100000000002,323
172,5348.700000000003,328
173,5358.300000000003,331
174,5366.400000000003,332
175,5384.600000000003,333
176,5399.600000000003,334
177,5413.400000000003,335
178,5419.500000000004,337
179,5426.400000000003,339
180,5460.500000000004,340
