1,325.0,3
2,345.8,4
3,360.90000000000003,8
4,372.70000000000005,10
5,381.90000000000003,14
6,392.70000000000005,15
7,401.90000000000003,17
8,410.70000000000005,18
9,416.20000000000005,19
10,428.40000000000003,20
11,441.8,21
12,469.2,23
13,479.09999999999997,25
14,488.2,26
15,492.4,27
16,499.5,29
17,512.9,30
18,530.1,31
19,539.4,32
20,549.1999999999999,36
21,557.9999999999999,38
22,565.9999999999999,39
23,571.7999999999998,40
24,579.4999999999999,42
25,592.7999999999998,45
26,615.5999999999998,46
27,633.7999999999998,47
28,706.1999999999998,48
29,716.3999999999999,49
30,774.0999999999999,51
31,787.3,55
32,799.5,57
33,816.9,58
34,827.6,62
35,837.5,64
36,848.0,65
37,862.1,66
38,874.7,69
39,886.8000000000001,71
40,900.0000000000001,73
41,910.1000000000001,75
42,922.8000000000002,76
43,931.6000000000001,78
44,945.4000000000001,79
45,958.6000000000001,80
46,968.5000000000001,81
47,975.1000000000001,82
48,981.6000000000001,83
49,986.9000000000001,84
50,997.2,85
51,1005.0,89
52,1012.6,91
53,1017.6,92
54,1025.6,93
55,1032.3,94
56,1045.1,95
57,1052.8,96
58,1063.3999999999999,97
59,1076.1,98
60,1085.3,102
61,1094.3,103
62,1103.2,104
63,1109.5,105
64,1116.4,107
65,1126.5,109
66,1134.2,111
67,1143.9,112
68,1152.9,114
69,1165.9,116
70,1171.8000000000002,117
71,1179.9,121
72,1186.7,123
73,1192.5,125
74,1247.3,126
75,1334.3,128
76,1391.1,129
77,1410.3999999999999,130
78,1438.3999999999999,131
79,1466.8999999999999,132
80,1528.6999999999998,134
81,1534.3999999999999,139
82,1537.8999999999999,141
83,1546.1,142
84,1549.3999999999999,143
85,1551.3999999999999,144
86,1558.9999999999998,146
87,1562.0999999999997,150
88,1564.4999999999998,153
89,1571.4999999999998,154
90,1575.6999999999998,155
91,1578.7999999999997,157
92,1584.7999999999997,158
93,1587.1999999999998,159
94,1592.1999999999998,160
95,1595.6999999999998,163
96,1601.2999999999997,165
97,1604.8999999999996,166
98,1609.5999999999997,167
99,1615.9999999999998,170
100,1620.1999999999998,173
101,1623.8999999999999,182
102,1627.8999999999999,184
103,1630.1,185
104,1632.3,187
105,1636.5,188
106,1642.5,190
107,1645.7,191
108,1653.4,193
109,1661.0,198
110,1667.7,203
111,1674.9,209
112,1682.4,213
113,1687.9,214
114,1699.1000000000001,215
115,1704.1000000000001,217
116,1711.3000000000002,219
117,1716.1000000000001,220
118,1720.3000000000002,222
119,1724.6000000000001,223
120,1728.6000000000001,227
121,1732.4,228
122,1738.8000000000002,229
123,1743.5000000000002,231
124,1749.1000000000001,234
125,1752.5000000000002,235
126,1759.0000000000002,236
127,1762.8000000000002,237
